UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,XDISABPC,DISABPCT,ALLONCAM,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4
228608,1,1,-2,1,1,0,1,2,8,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
228635,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,0,1,1,1,0,1,1,1,1,2,2,1,2,2,1,1,1,-2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,-2,-2,-2,0,0,1,0,0,-2,0,1,2,-2,A,. ,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,A,.,R,50,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
228644,1,1,1,0,0,0,1,2,0,-2,1,1,0,0,1,1,1,1,0,1,1,0,1,1,2,1,1,2,1,1,1,-2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,90,R,0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
228653,1,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,1,1,2,1,1,2,1,1,1,-2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,-2,1,1,R,324,3,A,.,R,5800,A,.,A,.,R,60,R,60,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
228699,1,1,-2,1,0,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,1,1,R,12,3,A,.,R,2000,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
228705,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,2240,1,R,19,A,.,A,.,R,8760,R,25,R,35,1,1,0,0,0,0,0,1,147,1,147,1,147,1,147
228723,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,1,1,R,13517,2,A,.,A,.,A,.,R,10368,R,75,R,65,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130
228732,0,1,0,0,0,0,1,2,3,-2,0,0,0,0,1,0,1,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,. ,-2,-2,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
228769,1,1,1,1,1,0,1,2,0,-2,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,7520,1,R,19,R,5116,R,3808,A,.,R,60,R,40,1,1,0,0,0,0,0,2,-2,1,134,1,134,1,134
228778,0,1,0,0,0,0,1,2,0,-2,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2,1,A,. ,2,1,1,R,8056,2,A,.,A,.,A,.,R,10070,R,75,R,65,1,1,0,0,0,0,0,1,108,1,108,1,108,1,108
228787,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,5543,1,R,19,R,7224,R,3888,A,.,R,50,R,50,1,1,0,0,0,0,0,2,-2,1,204,1,204,1,204
228796,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,-2,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,988,2,A,.,R,4914,R,4581,A,.,R,0,R,45,1,1,0,0,0,0,0,1,111,1,111,2,-2,1,111
228802,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,1,1,R,1440,2,A,.,R,6628,R,3798,A,.,R,40,R,40,1,1,0,0,0,0,0,2,-2,1,204,1,204,1,204
228866,0,0,1,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,2,2,2,1,1,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,-2,-2,-2,0,0,1,0,0,-2,0,1,2,-2,A,. ,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,A,.,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
228875,1,1,0,1,0,0,4,-2,-2,61,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,9 ,2,2,1,R,4257,2,A,.,R,7520,R,4840,A,.,R,50,R,60,1,1,0,0,0,0,0,1,108,1,108,1,108,1,108
228884,0,1,0,0,0,0,4,-2,-2,55,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,2,1,R,629,1,R,19,R,3800,R,4000,A,.,R,20,A,.,1,0,1,0,0,0,0,1,355,1,353,1,353,1,353
228909,1,1,1,0,0,0,1,2,0,-2,0,0,0,0,0,1,1,0,0,1,1,0,1,2,2,1,2,2,1,1,1,-2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,-2,-2,-2,1,1,0,1,1,-2,1,0,2,-2,A,. ,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,A,.,R,40,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
228981,0,1,0,0,0,0,4,-2,-2,22,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,2,R,6 ,2,2,1,R,896,2,A,.,R,5350,R,4840,A,.,R,0,R,0,1,1,0,0,0,0,0,1,198,1,198,1,198,1,198
229018,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,1173,1,R,19,R,7812,R,3770,A,.,R,0,R,0,1,1,0,0,0,0,0,1,147,1,147,1,147,1,147
229027,0,1,0,0,0,0,1,2,0,-2,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,4122,2,A,.,R,4890,R,3684,A,.,R,60,R,50,1,1,0,0,0,0,0,1,111,1,111,1,111,1,111
229036,1,0,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,1,-2,2,2,-2,-2,-2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
229063,0,1,1,0,1,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,1900,2,A,.,A,.,A,.,R,9664,R,42,R,75,1,1,0,0,0,0,0,1,133,1,133,1,133,1,133
229090,1,1,1,0,1,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,. ,-2,-2,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
229115,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,7 ,2,1,1,R,8186,2,A,.,R,5187,R,3895,A,.,R,75,R,60,1,1,0,0,0,0,0,1,108,1,108,1,108,1,108
229160,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,2,1,-2,-2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,6 ,2,2,1,R,526,2,A,.,R,5592,R,3946,A,.,R,0,R,60,1,0,1,0,0,0,0,1,340,1,340,1,340,1,340
229179,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,1,1,R,2245,1,R,12,R,4470,R,3540,A,.,R,50,R,50,1,1,0,0,0,0,0,2,-2,1,147,2,-2,2,-2
229267,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,2,2,R,11 ,2,2,1,R,2214,2,A,.,R,8478,R,4658,A,.,R,0,R,50,1,1,0,0,0,0,0,1,368,1,198,1,198,1,198
229300,0,1,1,0,0,0,1,2,0,-2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,2,1,1,2,1,1,1,-2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,60,R,60,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
229337,1,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,1,1,2,1,1,2,1,1,1,-2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,40,R,60,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
229355,1,1,0,1,1,0,1,8,2,-2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,1,R,1211,1,R,19,R,5940,R,2598,A,.,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
229407,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,. ,-2,-2,-2,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
229416,1,0,-2,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,-2,2,2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,50,A,.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
229425,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,2,R,4 ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,150,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
229504,1,1,-2,1,1,0,1,2,5,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,1,1,R,152,1,R,15,R,1000,R,3080,A,.,R,0,A,.,1,0,0,1,0,0,1,2,-2,2,-2,2,-2,2,-2
229522,0,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,100,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
229540,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,2,R,4 ,2,1,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
229656,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,25,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
229780,0,1,1,0,1,0,4,-2,-2,75,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,1003,1,R,19,R,2640,R,4616,A,.,R,35,R,50,1,0,1,0,0,0,1,1,340,1,340,1,340,1,340
229799,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,1,R,270,1,R,19,R,4980,R,2900,A,.,R,0,A,.,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
229814,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,2258,1,R,21,R,4413,R,3770,A,.,R,40,R,40,1,1,0,0,0,0,0,1,147,1,147,1,147,1,147
229832,1,1,-2,1,1,0,1,5,2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,. ,2,1,1,R,400,1,R,19,A,.,A,.,R,5294,R,0,A,.,1,0,0,1,0,0,1,2,-2,2,-2,2,-2,2,-2
229841,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,1,1,R,159,1,R,18,R,1500,R,2700,A,.,B,.,A,.,1,0,0,1,0,0,1,2,-2,2,-2,2,-2,2,-2
229887,0,1,1,0,0,0,4,-2,-2,71,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,2,1,A,. ,2,2,1,R,787,1,R,19,R,3694,R,3694,A,.,R,25,R,25,1,0,1,0,0,0,0,2,-2,1,353,1,353,1,353
229957,1,1,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,50,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
230010,1,0,-2,0,1,1,1,2,0,-2,1,1,0,1,0,0,0,0,0,0,0,0,7,1,1,2,1,1,2,-2,-2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
230038,0,1,0,0,0,0,4,-2,-2,94,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2,1,A,. ,2,2,1,R,6474,2,A,.,A,.,A,.,R,7530,R,35,R,50,1,1,0,0,0,0,0,1,342,1,136,1,136,1,342
230047,0,1,0,0,0,0,4,-2,-2,94,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,. ,2,2,1,R,2157,2,A,.,A,.,A,.,R,6310,R,35,A,.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
230056,0,1,0,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,-2,-2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,R,0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
230065,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,50,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
230135,0,1,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,100,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
