ID,alias,city,degrees_highest,operating,state,url,zip5
486248,ZMS The Academy,Los Angeles,2,1,CA,www.zmsacademy.com,90042-4231
487302,Fortis College-Cuyahoga Falls,Cuyahoga Falls,3,1,OH,FortisCollege.edu,44221
487658,Academy of Interactive Entertainment,Lafayette,2,1,LA,www.theaie.us/,70506
487366,American National University-Willoughby Hills,Willoughby Hills,3,1,OH,https://www.an.edu/locations/,44092-2794
487375,Arizona College - Las Vegas,Las Vegas,5,1,NV,www.arizonacollege.edu,89102-4512
485908,Antioch University-Connected,Yellow Springs,5,1,OH,online.antioch.edu,45387
486123,Theatre of Arts,Hollywood,3,1,CA,www.toa.edu,90028-6111
485519,International Sports Sciences Association,Carpinteria,3,1,CA,www.issaonline.edu/ces,93013-2912
486433,Presidio Graduate School,San Francisco,7,1,CA,www.presidio.edu,94129-1749
459949,Texas A&M University-San Antonio,San Antonio,7,1,TX,www.tamusa.edu,78224
487393,Florida Career College-West Palm Beach,West Palm Beach,3,1,FL,www.anthem.edu,33417-4326
486080,Elmezzi Graduate School of Molecular Medicine,Manhasset,9,1,NY,www.elmezzigraduateschool.org,11030-3816
487311,Sunstate Academy-Jones Technical Institute,Jacksonville,3,1,FL,www.jtech.org,32256-0367
487490,Florida Career College-UEI College-Houston,Houston,3,1,TX,www.uei.edu,77090-1111
486734,Jolie Health & Beauty Academy-Cherry Hill,Cherry Hill,2,1,NJ,JolieAcademy.com,08003
486938,Chamberlain College of Nursing-Nevada,Las Vegas,5,1,NV,www.chamberlain.edu,89144-6595
486521,The Training Domain,Fort Myers,1,1,FL,www.thetrainingdomain.com,33907-4080
486956,Chamberlain College of Nursing-New Jersey,North Brunswick,5,1,NJ,www.chamberlain.edu,08902-3492
487588,Concorde Career College-Southaven,Southaven,3,1,MS,www.concorde.edu,38671
486798,Tulsa Welding School-Houston,Houston,2,1,TX,https://www.weldingschool.com,77060-2100
486813,Pima Medical Institute-El Paso,El Paso,3,1,TX,www.pmi.edu,79935-1525
485731,The Beauty School,Mountain Home,2,1,AR,thebeautyschoolmh.com,72653
486017,Yeshiva Gedola Ohr Yisrael,Brooklyn,5,1,NY, ,11229
485564,Infinity College,Lafayette,2,1,LA,www.infinity-college.com,70501-8833
487436,Florida Career College-Jacksonville,Jacksonville,3,1,FL,www.anthem.edu,32244-6663
486390,Culinary Tech Center,New York,1,1,NY,www.culinarytechcenter.edu,10001-2320
487409,Florida Career College-Hialeah,Hialeah,3,1,FL,www.anthem.edu,33012-7028
485607,Dolce LLC The Academy,Waterbury,2,1,CT,www.dolcellcacademy.com,06705-2685
486406,Randolph Technical Center,Elkins,2,1,WV,rtc.rand.k12.wv.us/,26241-9527
485403,High Tech High Graduate School of Education,San Diego,7,1,CA,gse.hightechhigh.org,92106
486150,School District of Indian River County-Technical Center for Career and Adult Education,Vero Beach,2,1,FL,www.indianriverschools.org/tccae,32960-3527
487533,Tricoci University of Beauty Culture-Elgin,Elgin,2,1,IL,www.tricociuniversity.com,60123-9412
486257,Valor Christian College,Columbus,3,1,OH,www.valorcollege.com/,43216-0800
449834,Virginia Beach Theological Seminary,Virginia Beach,7,1,VA,www.vbts.edu,23464-6847
485704,River Valley School of Massage,Russellville,1,1,AR,www.rvsmassage.com,72802
486099,GDS Institute,South Gate,2,1,CA,www.gdsinstitute.edu,90280-2072
485768,Atlantis University,Miami,7,1,FL,www.atlantisuniversity.edu,33132
486558,Aviation Institute of Maintenance,Oakland,4,1,CA,www.aviationmaintenance.edu,94621-4527
486488,California Jazz Conservatory,Berkeley,5,1,CA,www.cjc.edu,94704-1268
486886,Eastern Suffolk BOCES,Oakdale,2,1,NY,www.esboces.org,11769-1650
486868,All Beauty College,Lake Havasu City,2,1,AZ,www.allbeautycollege.com,86403-2974
487232,Texas College of Cosmetology-Lubbock,Lubbock,2,1,TX, ,79414-2532
487348,Aveda Institute Portland-Vancouver Campus,Vancouver,2,1,WA,avedapdx.com/about-our-school/locations/vancouver,98661-7264
485360,The Vocational Nursing Institute Inc,Houston,2,1,TX,www.vocationalnursinginstitute.com,77065
487065,Wade Gordon Hairdressing Academy-Lubbock,Lubbock,2,1,TX,wadegordonacademy.com,79423-2125
485573,United Healthcare Careers College,Los Angeles,2,1,CA,www.infouhcc.com,90015-3811
485962,VH Barber & Styling Academy,Bossier City,2,1,LA,www.vhbarberstylingacademy.com/,71111-4409
486415,AMG School of Licensed Practical Nursing,Brooklyn,2,1,NY,www.amgschooloflpn.com,11201-1728
486381,Center for Ultrasound Research & Education,White Plains,4,1,NY,www.cure.edu,10604
486309,Bella Academy of Cosmetology,Oshkosh,4,1,WI,www.bellaacademyoshkosh.com/,54901-4738
486141,Westchester College of Nursing & Allied Health,Los Angeles,2,1,CA,www.westchestercollege.edu,90045-3647
487047,Unitech Training Academy-Metairie,Metairie,2,1,LA,www.unitechtrainingacademy.com,70003-0000
485476,Studio Beauty School,Spokane,2,1,WA,www.studiobeautyschool.com,99205
485999,Bet Medrash Gadol Ateret Torah,Brooklyn,5,1,NY, ,11223
486497,California Barber and Beauty College,San Diego,2,1,CA,www.californiabarberandbeautycollege.com,92115-4730
487667,Shepherd University,Los Angeles,9,1,CA,www.shepherduniversity.edu,90065
485856,Studio Incamminati,Philadelphia,4,1,PA,www.studioincamminati.org,19107-1105
458575,Zaytuna College,Berkeley,5,1,CA,https://www.zaytuna.edu,94709
487472,Florida Career College-Orlando,Orlando,3,1,FL,www.anthem.edu,32807-3528
487320,Texas State Technical College,Waco,4,1,TX,www.tstc.edu,76705
486716,Ross Medical Education Center-Knoxville,Knoxville,2,1,TN,www.rosseducation.edu,37922-2367
384245,United Education Institute-Encino,Encino,2,1,CA,www.uei.edu,91316-1951
487357,American National University-Stow,Stow,3,1,OH,https://www.an.edu/locations/akron-oh/,44224-4305
413893,United Education Institute-Morrow,Morrow,2,1,GA,www.uei.edu,30260-2941
486877,Eastern Suffolk BOCES,Riverhead,2,1,NY,www.esboces.org,11901-2763
485591,New Beginnings Beauty Academy,Pine Bluff,2,1,AR, ,71601-5257
447616,United Education Institute-El Monte,El Monte,2,1,CA,www.uei.edu,91731-2806
487083,Protege Academy,Mt. Pleasant,2,1,MI, ,48858-2058
485546,California Intercontinental University,Irvine,9,1,CA,www.caluniversity.edu,92614-5636
486859,Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln,Lincoln,4,1,NE,lincoln.paulmitchell.edu,68516-2306
486707,Ross Medical Education Center-Huntsville,Huntsville,2,1,AL,www.rosseducation.edu,35806-2509
486576,PPG Technical College,Caguas,2,1,PR,www.ppgtechnicalcollege.com,00726-3164
486840,Kennesaw State University,Kennesaw,9,1,GA,www.kennesaw.edu,30144
480471,United Education Institute-UEI College Stockton,Stockton,2,1,CA,www.uei.edu,95207-0000
486372,San Francisco School of Digital Filmmaking,San Francisco,2,1,CA,www.filmschoolsf.com/,94103-2835
486460,Wright Graduate University for the Realization of Human Potential,Elkhorn,9,1,WI,www.wrightgrad.edu,53121-2556
487296,University of Arizona-South,Sierra Vista,7,1,AZ,uas.arizona.edu/,85635
407610,Pacific Bible College,Medford,3,1,OR,pacificbible.com,97501
486965,Hussian College-Relativity Campus California,Los Angeles,5,1,CA,relativityschool.org/,90017-2019
447607,United Education Institute-Chula Vista,Chula Vista,2,1,CA,www.uei.edu,91910-3953
486284,Bethany Global University,Bloomington,7,1,MN,www.bcom.org,55438-2849
486169,American College of Barbering,Louisville,2,1,KY,www.americancollegeofbarbering.com,40229-2862
486770,Cortiva Institute-Florida-Texas Center for Massage Therapy,Arlington,1,1,TX,www.texasmassagetherapy.com/,76017-5818
486567,Paul Mitchell The School Tulsa,Tulsa,2,1,OK,tulsa.paulmitchell.edu/,74134-1410
384236,United Education Institute-Ontario,Ontario,2,1,CA,www.uei.edu,91764-5574
487630,American Academy of Cosmetology-Delray Beach,Delray Beach,2,1,FL,www.aacschool.com,33484-0000
487621,Celebrity Barber School,Monroe,2,1,LA, ,71201-5133
486479,Dermalogica Academy,New York,1,1,NY,www.dermalogicaacademy.com,10011-2420
485874,Salon Boutique Academy,Addison,2,1,TX,www.salonboutiqueacademy.com,75001-4399
486354,Unilatina International College,Miramar,5,1,FL,www.unilatina.edu,33025-3943
487603,Northwest University-College of Adult and Professional Studies,Kirkland,7,1,WA,www.northwestu.edu,98033
487454,Florida Career College-Margate,Margate,3,1,FL,www.anthem.edu,33063-7011
485494,Associated Barber College of San Diego,San Diego,2,1,CA,www.sandiegobarbercollege.com,92101-4210
486691,Empire Beauty School-Northlake,Atlanta,2,1,GA,www.empire.edu,30345-3762
487162,Southern Regional Technical College,Thomasville,4,1,GA,southernregional.edu,31792
487481,Florida Career College-UEI College-Phoenix,Phoenix,3,1,AZ,www.uei.edu,85021-2718
487250,Conlee's College of Cosmetology-Conlee's College of Barbering,Kerrville,2,1,TX,www.conleescollegeofcosmetology.com,78028-4312
485810,K & G 5 Star Barber College,Texas City,2,1,TX,www.kandgbarbercollege.com,77591
486725,Branford Hall Career Institute-Woodland Park,Woodland Park,2,1,NJ, ,07424
486293,Bay Area College of Nursing,Palo Alto,2,1,CA,www.bayareacollege.edu,94303-4617
487597,Universal Technical Institute-Southern California,Long Beach,2,1,CA,https://www.uti.edu,90808-1789
486114,Saint Gregory The Great Seminary,Seward,5,1,NE,www.stgregoryseminary.edu,68434-8145
486053,Bethlehem College & Seminary,Minneapolis,7,1,MN,bcsmn.edu,55415-1793
487418,Florida Career College-Lauderdale Lakes,Lauderdale Lakes,3,1,FL,www.anthem.edu,33319-5617
485953,The Recording Conservatory of Austin,Austin,2,1,TX, ,78730-3004
476300,Career Point College -,Austin,3,1,TX,www.careerpointcollege.edu,78753-5279
487445,Florida Career College-Boynton Beach,Boynton Beach,3,1,FL,www.anthem.edu,33426-8205
480851,Miami Media School,Miami,2,1,FL,www.miamimediaschool.com,33130
485528,International Hair and Barber Academy,Boca Raton,2,1,FL,www.hairandbarberacademy.com,33433-3443
487524,Husson University,Bangor,9,1,ME,www.husson.edu,04401
485485,Latin Beauty Academy,Greenacres,2,1,FL,www.latinbeautyacademy.com,33415-6104
486594,Wave Leadership College,Virginia Beach,3,1,VA,www.wavecollege.com,23454-2140
468909,United Education Institute-Anaheim,Anaheim,2,1,CA,www.uei.edu,92801-2409
482972,The Healthcare Institute,San Antonio,1,1,TX,www.thehealthcareinstitute.com,78201-5035
470038,UEI College-Riverside,Riverside,2,1,CA,www.uei.edu,92507-5344
486512,Florida International Training Institute,Doral,1,1,FL,www.floridainternationaltraining.com,33172-1507
486211,American Institute of Pharmaceutical Technology,Hackensack,4,1,NJ,www.aipt.edu,07601-9991
486442,Sandra Academy of Salon Services,New Tazewell,2,1,TN,www.sandraacademy.com,37825-7239
486196,Beth Medrash Meor Yitzchok,Monsey,5,1,NY, ,10952-4023
486600,Saint Joseph's School of Nursing,Lancaster,2,1,CA,www.stjson.edu,93534-2304
