UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3
223922,R,1128,R,1296,R,101,R,1128,R,1848,R,124,R,1872,R,1848,R,155,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1008,R,1176,R,2184,R,1008,R,1176,R,2184,R,1008,R,1176,R,2184,R,1128,R,1296,R,2424,.,.,R,1008,R,1728,R,2736,R,1008,R,1728,R,2736,R,1008,R,1728,R,2736,R,1128,R,1848,R,2976,.,.,R,1752,R,1728,R,3480,R,1752,R,1728,R,3480,R,1752,R,1728,R,3480,R,1872,R,1848,R,3720,.,.,R,1150,R,1200,R,1600,R,1600,R,4260,R,4260,R,4260,R,4176,R,2898,R,2788,R,2788,R,4100,R,7254,R,7254,R,7254,R,6297,R,3355,R,3375,R,3375,R,4382,R,6720,R,6740,R,6740,R,8392
224004,R,27600,R,560,R,905,R,27600,R,560,R,905,R,27600,R,560,R,905,R,11250,R,350,R,625,R,11250,R,350,R,625,R,11250,R,350,R,625,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,25980,R,0,R,25980,R,25400,R,480,R,25880,R,26400,R,560,R,26960,R,27600,R,560,R,28160,.,.,R,25980,R,0,R,25980,R,25400,R,480,R,25880,R,26400,R,560,R,26960,R,27600,R,560,R,28160,.,.,R,25980,R,0,R,25980,R,25400,R,480,R,25880,R,26400,R,560,R,26960,R,27600,R,560,R,28160,.,.,R,1480,R,1500,R,1520,R,1274,R,8680,R,8740,R,8980,R,9284,R,2280,R,2300,R,2320,R,3140,R,5880,R,6060,R,6040,R,7204,R,2280,R,2300,R,2320,R,3140,R,2280,R,2300,R,2320,R,3140
224110,R,1200,R,480,R,70,R,2208,R,624,R,118,R,4176,R,624,R,200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,864,R,360,R,1224,R,864,R,480,R,1344,R,960,R,480,R,1440,R,1200,R,480,R,1680,.,.,R,1872,R,360,R,2232,R,1872,R,480,R,2352,R,1968,R,480,R,2448,R,2208,R,624,R,2832,.,.,R,3240,R,360,R,3600,R,3240,R,480,R,3720,R,3336,R,480,R,3816,R,4176,R,624,R,4800,.,.,R,1410,R,1410,R,1410,R,1500,R,3488,R,3488,R,3688,R,3888,R,3348,R,3348,R,3366,R,3368,R,5645,R,5645,R,5645,R,5758,R,3897,R,3897,R,4464,R,4464,R,3897,R,3897,R,4464,R,4464
224147,R,4679,R,3297,R,174,R,4679,R,3297,R,174,R,13927,R,3515,R,560,R,3568,R,2596,R,198,R,3568,R,2596,R,198,R,10588,R,2865,R,588,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4494,R,2590,R,7084,R,4494,R,2678,R,7172,R,4679,R,2976,R,7655,R,4679,R,3297,R,7976,0,.,R,4494,R,2590,R,7084,R,4494,R,2678,R,7172,R,4679,R,2976,R,7655,R,4679,R,3297,R,7976,0,.,R,12918,R,2590,R,15508,R,12990,R,2678,R,15668,R,13255,R,3028,R,16283,R,13927,R,3515,R,17442,.,.,R,992,R,1008,R,868,R,868,R,9020,R,9965,R,9195,R,9195,R,2428,R,2466,R,2514,R,2514,R,9175,R,9879,R,9114,R,9114,R,3131,R,3180,R,3241,R,3241,R,2800,R,3130,R,3241,R,3241
224226,R,24390,R,500,R,813,R,24390,R,500,R,813,R,24390,R,500,R,813,R,14814,R,500,R,823,R,14814,R,500,R,823,R,14814,R,500,R,823,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,20910,R,200,R,21110,R,22050,R,300,R,22350,R,23250,R,400,R,23650,R,24390,R,500,R,24890,.,.,R,20910,R,200,R,21110,R,22050,R,300,R,22350,R,23250,R,400,R,23650,R,24390,R,500,R,24890,.,.,R,20910,R,200,R,21110,R,22050,R,300,R,22350,R,23250,R,400,R,23650,R,24390,R,500,R,24890,.,.,R,2220,R,2250,R,2280,R,1260,R,6498,R,6768,R,6930,R,7326,R,2763,R,2808,R,2862,R,2898,R,9756,R,9963,R,10188,R,10440,R,4743,R,4815,R,4905,R,4941,R,4743,R,4815,R,4905,R,4941
224244,R,15616,R,920,R,488,R,15616,R,920,R,488,R,15616,R,920,R,488,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13120,R,700,R,13820,R,13888,R,800,R,14688,R,14592,R,900,R,15492,R,15616,R,920,R,16536,.,.,R,13120,R,700,R,13820,R,13888,R,800,R,14688,R,14592,R,900,R,15492,R,15616,R,920,R,16536,.,.,R,13120,R,700,R,13820,R,13888,R,800,R,14688,R,14592,R,900,R,15492,R,15616,R,920,R,16536,.,.,R,900,R,900,R,900,R,1000,R,6900,R,7200,R,7400,R,7920,R,3200,R,3400,R,3400,R,3400,R,6900,R,7200,R,7400,R,7920,R,3200,R,3400,R,3400,R,3400,R,3200,R,3400,R,3400,R,3400
224271,R,11150,R,0,A,.,R,11150,Z,0,A,.,R,11150,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9000,R,0,R,9000,R,10500,R,0,R,10500,R,10500,R,0,R,10500,R,11150,R,0,R,11150,.,.,R,9000,R,0,R,9000,R,10500,R,0,R,10500,R,10500,R,0,R,10500,R,11150,R,0,R,11150,.,.,R,9000,R,0,R,9000,R,10500,R,0,R,10500,R,10500,R,0,R,10500,R,11150,R,0,R,11150,.,.,B,.,B,.,B,.,B,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7575,R,7575,R,7575,R,7575,R,4425,R,4425,R,3075,R,3075,R,3000,R,3000,R,2175,R,2175
224305,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14850,R,470,R,522,R,14850,R,470,R,522,R,14850,R,470,R,522,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
224323,R,33360,R,2440,R,1380,R,33360,R,2440,R,1380,R,33360,R,2440,R,1380,R,22383,R,0,R,931,R,22383,Z,0,R,931,R,22383,Z,0,R,931,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,29140,R,2054,R,31194,R,30850,R,2260,R,33110,R,32080,R,2350,R,34430,R,33360,R,2440,R,35800,.,.,R,29140,R,2054,R,31194,R,30850,R,2260,R,33110,R,32080,R,2350,R,34430,R,33360,R,2440,R,35800,.,.,R,29140,R,2054,R,31194,R,30850,R,2260,R,33110,R,32080,R,2350,R,34430,R,33360,R,2440,R,35800,.,.,R,1700,R,1200,R,1200,R,1200,R,9890,R,10500,R,11070,R,11300,R,5400,R,3900,R,3900,R,3400,R,7700,R,8000,R,8000,R,8500,R,4000,R,3100,R,3100,R,3200,R,4000,R,2600,R,2600,R,2600
224350,R,1456,R,1090,R,56,R,1456,R,2390,R,56,R,2418,R,2390,R,93,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1352,R,1034,R,2386,R,1430,R,1090,R,2520,R,1456,R,1090,R,2546,R,1456,R,1090,R,2546,.,.,R,1352,R,2334,R,3686,R,1430,R,2390,R,3820,R,1456,R,2390,R,3846,R,1456,R,2390,R,3846,.,.,R,2314,R,2334,R,4648,R,2470,R,2390,R,4860,R,2418,R,2390,R,4808,R,2418,R,2390,R,4808,.,.,R,1215,R,1215,R,1215,R,1215,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5994,R,5994,R,5994,R,5994,R,3186,R,3186,R,3186,R,3186,R,4734,R,4734,R,4734,R,4734
224439,R,18650,R,700,A,.,R,18650,R,700,A,.,R,18650,R,700,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18000,R,700,R,18700,R,21600,R,700,R,22300,R,24282,R,700,R,24982,R,18650,R,700,R,19350,.,.,R,18000,R,700,R,18700,R,21600,R,700,R,22300,R,24282,R,700,R,24982,R,18650,R,700,R,19350,.,.,R,18000,R,700,R,18700,R,21600,R,700,R,22300,R,24282,R,700,R,24982,R,18650,R,700,R,19350,.,.,R,250,R,250,R,250,R,250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6573,R,7436,R,7510,R,8000,R,3682,R,3077,R,3089,R,3410,R,3369,R,3077,R,3089,R,3410
224527,R,23250,R,968,R,775,R,23250,R,968,R,775,R,23250,R,968,R,775,R,12546,R,270,R,697,R,12546,R,270,R,697,R,12546,R,270,R,697,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,20670,R,860,R,21530,R,21690,R,900,R,22590,R,22350,R,930,R,23280,R,23250,R,968,R,24218,.,.,R,20670,R,860,R,21530,R,21690,R,900,R,22590,R,22350,R,930,R,23280,R,23250,R,968,R,24218,.,.,R,20670,R,860,R,21530,R,21690,R,900,R,22590,R,22350,R,930,R,23280,R,23250,R,968,R,24218,.,.,R,920,R,920,R,938,R,956,R,5896,R,6286,R,8297,R,8629,R,2357,R,2364,R,2408,R,2456,R,4679,R,4772,R,4864,R,4960,R,2357,R,2364,R,2408,R,2456,R,2357,R,2364,R,2408,R,2456
224545,R,4690,R,1721,R,184,R,4690,R,1721,R,184,R,14716,R,1721,R,602,R,3454,R,1366,R,198,R,3454,R,1366,R,198,R,10820,R,1366,R,607,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4244,R,1084,R,5328,R,4244,R,1334,R,5578,R,4569,R,1490,R,6059,R,4690,R,1721,R,6411,2,2,R,4244,R,1084,R,5328,R,4244,R,1334,R,5578,R,4569,R,1490,R,6059,R,4690,R,1721,R,6411,2,2,R,12668,R,1084,R,13752,R,12668,R,1334,R,14002,R,13745,R,1490,R,15235,R,14716,R,1721,R,16437,2,2,R,1400,R,700,R,1000,R,1400,R,8376,R,8800,R,9310,R,9472,R,1749,R,1000,R,1500,R,1500,R,8376,R,8800,R,11000,R,9472,R,1749,R,1000,R,1500,R,1500,R,1749,R,1000,R,1500,R,1500
224554,R,3832,R,2370,R,160,R,3832,R,2370,R,160,R,13192,R,2370,R,550,R,3630,R,1870,R,202,R,3630,R,1870,R,202,R,10650,R,1870,R,592,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4790,R,1793,R,6583,R,3840,R,1793,R,5633,R,3832,R,2060,R,5892,R,3832,R,2370,R,6202,0,0,R,4790,R,1793,R,6583,R,3840,R,1793,R,5633,R,3832,R,2060,R,5892,R,3832,R,2370,R,6202,0,0,R,15410,R,1793,R,17203,R,12528,R,1793,R,14321,R,12520,R,2060,R,14580,R,13192,R,2370,R,15562,0,0,R,1400,R,1400,R,1400,R,1400,R,7150,R,7150,R,7580,R,7780,R,3734,R,3412,R,3413,R,3413,R,8106,R,7150,R,7580,R,7780,R,3734,R,3927,R,3938,R,3938,R,3734,R,3927,R,3938,R,3938
224572,R,1770,R,0,R,59,R,3330,R,0,R,111,R,5220,R,0,R,174,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1350,R,0,R,1350,R,1560,R,0,R,1560,R,1665,R,0,R,1665,R,1770,R,0,R,1770,.,.,R,2490,R,0,R,2490,R,2910,R,0,R,2910,R,3015,R,0,R,3015,R,3330,R,0,R,3330,.,.,R,3960,R,0,R,3960,R,4590,R,0,R,4590,R,4695,R,0,R,4695,R,5220,R,0,R,5220,.,.,R,1575,R,1400,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7747,R,8253,R,8253,R,9747,R,4718,R,3290,R,2142,R,3177,R,4718,R,3290,R,2142,R,3177
224615,R,1770,R,0,R,59,R,3330,R,0,R,111,R,5220,R,0,R,174,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1350,R,0,R,1350,R,1560,R,0,R,1560,R,1665,R,0,R,1665,R,1770,R,0,R,1770,.,.,R,2490,R,0,R,2490,R,2910,R,0,R,2910,R,3015,R,0,R,3015,R,3330,R,0,R,3330,.,.,R,3960,R,0,R,3960,R,4590,R,0,R,4590,R,4695,R,0,R,4695,R,5220,R,0,R,5220,.,.,R,1575,R,1400,R,2000,R,2000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7747,R,8253,R,8253,R,9747,R,4718,R,3290,R,2142,R,3177,R,4718,R,3290,R,2142,R,3177
224642,R,2016,R,370,R,84,R,2016,R,370,R,84,R,3672,R,370,R,153,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1704,R,262,R,1966,R,1824,R,270,R,2094,R,1824,R,270,R,2094,R,2016,R,370,R,2386,.,.,R,1704,R,262,R,1966,R,1824,R,270,R,2094,R,1824,R,270,R,2094,R,2016,R,370,R,2386,.,.,R,3384,R,262,R,3646,R,3384,R,270,R,3654,R,3384,R,270,R,3654,R,3672,R,370,R,4042,.,.,R,1026,R,1026,R,1026,R,1047,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7820,R,7943,R,8096,R,8260,R,3967,R,4029,R,4107,R,4190,R,3967,R,4029,R,4107,R,4190
224712,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13810,R,445,R,575,R,13810,R,445,R,575,R,13810,R,445,R,575,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
224776,R,17568,R,96,R,488,R,17568,R,96,R,488,R,17568,R,96,R,488,R,15984,R,219,R,592,R,15984,R,219,R,592,R,15984,R,219,R,592,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,17568,R,300,R,17868,R,17568,R,100,R,17668,R,17568,R,100,R,17668,R,17568,R,96,R,17664,.,.,R,17568,R,300,R,17868,R,17568,R,100,R,17668,R,17568,R,100,R,17668,R,17568,R,96,R,17664,.,.,R,17568,R,300,R,17868,R,17568,R,100,R,17668,R,17568,R,100,R,17668,R,17568,R,96,R,17664,.,.,R,1800,R,1500,R,1500,R,1500,R,8514,R,9345,R,9345,R,8946,R,4998,R,4932,R,4848,R,4914,R,5541,R,5610,R,6360,R,6297,R,6249,R,6078,R,5202,R,5364,R,9063,R,8184,R,8094,R,3756
224891,R,1290,R,1762,R,43,R,2040,R,1762,R,68,R,2280,R,1762,R,76,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1080,R,1480,R,2560,R,1200,R,1600,R,2800,R,1200,R,1600,R,2800,R,1290,R,1762,R,3052,.,.,R,1770,R,1480,R,3250,R,1890,R,1600,R,3490,R,1890,R,1600,R,3490,R,2040,R,1762,R,3802,.,.,R,1980,R,1480,R,3460,R,2100,R,1600,R,3700,R,2100,R,1600,R,3700,R,2280,R,1762,R,4042,.,.,R,1000,R,1048,R,1048,R,1048,R,3670,R,3763,R,3763,R,3763,R,3279,R,3309,R,3309,R,3309,R,5250,R,5987,R,5987,R,5987,R,3279,R,3309,R,3309,R,3309,R,7250,R,7968,R,7968,R,7968
224961,R,1110,R,790,R,67,R,1590,R,790,R,83,R,3480,R,790,R,146,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1110,R,790,R,1900,R,1110,R,790,R,1900,R,1110,R,790,R,1900,R,1110,R,790,R,1900,.,.,R,1470,R,790,R,2260,R,1470,R,790,R,2260,R,1470,R,790,R,2260,R,1590,R,790,R,2380,.,.,R,3360,R,790,R,4150,R,3360,R,790,R,4150,R,3360,R,790,R,4150,R,3480,R,790,R,4270,.,.,R,878,R,892,R,892,R,910,R,4550,R,4550,R,4550,R,4550,R,3748,R,3807,R,3807,R,3884,R,5754,R,5844,R,5844,R,5963,R,3748,R,3807,R,3807,R,3884,R,3274,R,3325,R,3325,R,3392
225070,R,1176,R,696,R,49,R,2088,R,696,R,87,R,3192,R,696,R,133,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1080,R,360,R,1440,R,1176,R,456,R,1632,R,1176,R,456,R,1632,R,1176,R,696,R,1872,.,.,R,1920,R,360,R,2280,R,2088,R,456,R,2544,R,2088,R,456,R,2544,R,2088,R,696,R,2784,.,.,R,3096,R,360,R,3456,R,3192,R,456,R,3648,R,3192,R,456,R,3648,R,3192,R,696,R,3888,.,.,R,2024,R,1400,R,1400,R,1430,R,5020,R,5180,R,5180,R,5299,R,3337,R,3158,R,3158,R,3304,R,8343,R,8805,R,8805,R,9855,R,5873,R,3757,R,4497,R,4668,R,5873,R,3757,R,4497,R,4668
225247,R,24500,R,0,R,750,R,24500,Z,0,R,750,R,24500,Z,0,R,750,R,12060,R,0,R,670,R,12060,Z,0,R,670,R,12060,Z,0,R,670,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,21450,R,1110,R,22560,R,22350,R,1110,R,23460,R,22350,R,0,R,22350,R,24500,R,0,R,24500,0,.,R,21450,R,1110,R,22560,R,22350,R,1110,R,23460,R,22350,R,0,R,22350,R,24500,R,0,R,24500,0,.,R,21450,R,1110,R,22560,R,22350,R,1110,R,23460,R,22350,R,0,R,22350,R,24500,R,0,R,24500,0,.,R,800,R,800,R,1000,R,800,R,6630,R,6792,R,6962,R,7740,R,2574,R,2574,R,3574,R,3176,R,6630,R,6792,R,6962,R,7740,R,2574,R,2574,R,3574,R,3176,R,1350,R,1350,R,1350,R,1350
