UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3
148654,R,9405,R,2008,R,323,R,9405,R,2008,R,323,R,16510,R,2008,R,365,R,7996,R,2536,R,349,R,7996,R,2536,R,349,R,15823,R,2536,R,441,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7272,R,1680,R,8952,R,7398,R,1780,R,9178,R,9405,R,1962,R,11367,R,9405,R,2008,R,11413,0,.,R,7272,R,1680,R,8952,R,7398,R,1780,R,9178,R,9405,R,1962,R,11367,R,9405,R,2008,R,11413,0,.,R,14592,R,1680,R,16272,R,14718,R,1780,R,16498,R,18555,R,1962,R,20517,R,18930,R,2008,R,20938,0,.,R,1200,R,1200,R,1200,R,1200,R,9000,R,9300,R,9600,R,9600,R,2700,R,2700,R,2700,R,2700,B,.,B,.,B,.,B,.,B,.,B,.,B,.,B,.,R,3300,R,3300,R,3300,R,3300
148672,R,3108,R,150,R,111,R,8960,R,150,R,320,R,9716,R,150,R,347,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3232,R,150,R,3382,R,3146,R,150,R,3296,R,2996,R,150,R,3146,R,3108,R,150,R,3258,.,.,R,8256,R,150,R,8406,R,9002,R,150,R,9152,R,8848,R,150,R,8998,R,8960,R,150,R,9110,.,.,R,8516,R,150,R,8666,R,9834,R,150,R,9984,R,9604,R,150,R,9754,R,9716,R,150,R,9866,.,.,R,1369,R,1829,R,1829,R,1829,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6228,R,6750,R,6750,R,6750,R,3196,R,3196,R,3589,R,3248,R,3196,R,3196,R,3589,R,3248
148821,R,2970,R,90,R,99,R,4920,R,90,R,164,R,4980,R,90,R,166,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2760,R,0,R,2760,R,2850,R,0,R,2850,R,3040,R,0,R,3040,R,3168,R,96,R,3264,.,.,R,4140,R,0,R,4140,R,4380,R,0,R,4380,R,4672,R,0,R,4672,R,5248,R,96,R,5344,.,.,R,4620,R,0,R,4620,R,4770,R,0,R,4770,R,5088,R,0,R,5088,R,5312,R,96,R,5408,.,.,R,972,R,1072,R,1126,R,1250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5922,R,6529,R,6856,R,7198,R,7800,R,9806,R,10634,R,11538,R,6600,R,8122,R,8866,R,8923
148849,R,29876,R,4128,R,1086,R,29876,R,4128,R,1086,R,29876,R,4128,R,1086,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,26510,R,4270,R,30780,R,27491,R,4036,R,31527,R,28454,R,4045,R,32499,R,29876,R,4128,R,34004,.,.,R,26510,R,4270,R,30780,R,27491,R,4036,R,31527,R,28454,R,4045,R,32499,R,29876,R,4128,R,34004,.,.,R,26510,R,4270,R,30780,R,27491,R,4036,R,31527,R,28454,R,4045,R,32499,R,29876,R,4128,R,34004,.,.,R,750,R,750,R,750,R,750,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10000,R,10000,R,10000,R,11000,R,3500,R,3500,R,3500,R,3500,R,3000,R,3000,R,3000,R,3500
148876,R,9840,R,0,R,410,R,9840,Z,0,R,410,R,9840,Z,0,R,410,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8760,R,0,R,8760,R,9120,R,0,R,9120,R,9576,R,0,R,9576,R,9840,R,0,R,9840,.,.,R,8760,R,0,R,8760,R,9120,R,0,R,9120,R,9576,R,0,R,9576,R,9840,R,0,R,9840,.,.,R,8760,R,0,R,8760,R,9120,R,0,R,9120,R,9576,R,0,R,9576,R,9840,R,0,R,9840,.,.,R,600,R,600,R,600,R,600,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8500,R,8500,R,8500,R,8500,R,300,R,300,R,300,R,400,R,300,R,300,R,300,R,400
148885,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,24390,R,485,A,.,R,24390,R,485,A,.,R,24390,R,485,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
148937,R,2820,R,300,R,94,R,4500,R,300,R,150,R,4740,R,300,R,158,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2640,R,120,R,2760,R,2730,R,120,R,2850,R,2760,R,150,R,2910,R,2820,R,300,R,3120,.,.,R,4170,R,120,R,4290,R,4350,R,120,R,4470,R,4380,R,150,R,4530,R,4500,R,300,R,4800,.,.,R,4410,R,120,R,4530,R,4560,R,120,R,4680,R,4620,R,150,R,4770,R,4740,R,300,R,5040,.,.,R,884,R,892,R,1100,R,1112,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7773,R,7508,R,7540,R,7753,R,3957,R,4128,R,3625,R,4243,R,3957,R,4128,R,3396,R,3505
148982,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,18000,R,2000,R,380,R,18000,R,2000,R,380,R,18000,R,2000,R,380,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
148991,R,3600,R,600,R,120,R,8640,R,600,R,288,R,9420,R,600,R,314,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2940,R,450,R,3390,R,3150,R,600,R,3750,R,3450,R,600,R,4050,R,3600,R,600,R,4200,.,.,R,7020,R,450,R,7470,R,7440,R,600,R,8040,R,8040,R,600,R,8640,R,8640,R,600,R,9240,.,.,R,8100,R,450,R,8550,R,8520,R,600,R,9120,R,9120,R,600,R,9720,R,9420,R,600,R,10020,.,.,R,1550,R,1550,R,1550,R,1550,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8750,R,3600,R,8750,R,8750,R,4500,R,2700,R,4500,R,4500,R,4500,R,2700,R,4500,R,4500
149028,R,22808,R,773,R,713,R,22808,R,773,R,713,R,22808,R,773,R,713,R,15732,R,390,R,874,R,15732,R,390,R,874,R,15732,R,390,R,874,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
149222,R,8459,R,4302,R,282,R,8459,R,4302,R,282,R,21146,R,4302,R,705,R,10022,R,3980,R,418,R,10022,R,3980,R,418,R,25056,R,3980,R,1044,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,29740,R,5086,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,15329,R,4145,R,36975,R,4145,R,8169,R,3359,R,11528,R,8415,R,3678,R,12093,R,8415,R,3833,R,12248,R,8835,R,4302,R,13137,0,.,R,8169,R,3359,R,11528,R,8415,R,3678,R,12093,R,8415,R,3833,R,12248,R,8835,R,4302,R,13137,0,.,R,20422,R,3359,R,23781,R,21038,R,3678,R,24716,R,21038,R,3833,R,24871,R,22088,R,4302,R,26390,0,.,R,1100,R,1100,R,1100,R,1100,R,9126,R,9527,R,9694,R,9996,R,2681,R,2689,R,2941,R,2941,R,9126,R,9527,R,9694,R,9996,R,2681,R,2689,R,2941,R,2941,R,2681,R,2689,R,2941,R,2941
149231,R,6930,R,2512,R,255,R,6930,R,2512,R,255,R,8760,R,2546,R,639,R,6544,R,1696,R,293,R,6544,R,1696,R,293,R,12830,R,1752,R,733,Y,.,Y,.,Y,.,Y,.,R,29124,R,5433,R,66986,R,5433,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,23448,R,2319,R,28138,R,2319,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,6948,R,2303,R,9251,R,7296,R,2370,R,9666,R,7296,R,2442,R,9738,R,7662,R,2585,R,10247,0,.,R,6948,R,2303,R,9251,R,7296,R,2370,R,9666,R,7296,R,2442,R,9738,R,7662,R,2585,R,10247,0,.,R,17370,R,2303,R,19673,R,18240,R,2370,R,20610,R,18240,R,2442,R,20682,R,19155,R,2585,R,21740,0,.,R,765,R,777,R,786,R,840,R,8281,R,9190,R,8781,R,9051,R,4062,R,4095,R,4319,R,2857,R,8281,R,8531,R,8781,R,9051,R,4062,R,4095,R,4319,R,2857,R,4062,R,4095,R,4319,R,2857
149310,R,14175,R,0,A,.,R,14175,Z,0,A,.,R,14175,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13500,R,150,R,13650,R,13500,R,150,R,13650,R,13500,R,0,R,13500,R,14175,R,0,R,14175,.,.,R,13500,R,150,R,13650,R,13500,R,150,R,13650,R,13500,R,0,R,13500,R,14175,R,0,R,14175,.,.,R,13500,R,150,R,13650,R,13500,R,150,R,13650,R,13500,R,0,R,13500,R,14175,R,0,R,14175,.,.,R,450,R,450,R,750,R,750,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7500,R,7500,R,7500,R,7500,R,2625,R,2625,R,2625,R,2625,R,2625,R,2625,R,2625,R,2625
149329,R,12000,R,0,A,.,R,12000,Z,0,A,.,R,12000,Z,0,A,.,R,8000,R,0,R,266,R,8000,Z,0,R,266,R,8000,Z,0,R,266,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12000,R,0,R,12000,R,12000,R,0,R,12000,R,12000,R,0,R,12000,R,12000,R,0,R,12000,.,.,R,12000,R,0,R,12000,R,12000,R,0,R,12000,R,12000,R,0,R,12000,R,12000,R,0,R,12000,.,.,R,12000,R,0,R,12000,R,12000,R,0,R,12000,R,12000,R,0,R,12000,R,12000,R,0,R,12000,.,.,R,200,R,200,R,200,R,200,B,.,B,.,B,.,B,.,R,3800,R,3800,R,3800,R,3800,R,12676,R,12960,R,13214,R,11152,R,3800,R,3800,R,3800,R,3800,R,5600,R,5600,R,5600,R,5600
149365,R,4050,R,533,R,135,R,10253,R,533,R,333,R,11640,R,533,R,388,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3300,R,473,R,3773,R,3600,R,533,R,4133,R,3600,R,533,R,4133,R,4050,R,533,R,4583,.,.,R,9216,R,473,R,9689,R,9540,R,533,R,10073,R,9540,R,533,R,10073,R,10253,R,533,R,10786,.,.,R,10290,R,473,R,10763,R,11190,R,533,R,11723,R,11190,R,533,R,11723,R,11640,R,533,R,12173,.,.,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4400,R,4400,R,4400,R,4400,R,1200,R,1200,R,1200,R,1200,R,4300,R,4300,R,4300,R,4300
149505,R,26190,R,475,R,874,R,26190,R,475,R,874,R,26190,R,475,R,874,R,558,R,300,R,558,R,558,R,300,R,558,R,558,R,300,R,558,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,23098,R,415,R,23513,R,23980,R,455,R,24435,R,25060,R,455,R,25515,R,26190,R,475,R,26665,.,.,R,23098,R,415,R,23513,R,23980,R,455,R,24435,R,25060,R,455,R,25515,R,26190,R,475,R,26665,.,.,R,23098,R,415,R,23513,R,23980,R,455,R,24435,R,25060,R,455,R,25515,R,26190,R,475,R,26665,.,.,R,650,R,1000,R,1000,R,1100,R,8442,R,8730,R,9390,R,9390,R,2660,R,2655,R,2655,R,2800,R,6013,R,6008,R,6008,R,6570,R,5060,R,4405,R,4405,R,3980,R,3310,R,3935,R,3935,R,3980
149514,R,28260,R,440,R,1180,R,28260,R,440,R,1180,R,28260,R,440,R,1180,R,15240,R,200,R,635,R,15240,R,200,R,635,R,15240,R,200,R,635,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,25400,R,440,R,25840,R,26390,R,440,R,26830,R,26920,R,440,R,27360,R,28260,R,440,R,28700,.,.,R,25400,R,440,R,25840,R,26390,R,440,R,26830,R,26920,R,440,R,27360,R,28260,R,440,R,28700,.,.,R,25400,R,440,R,25840,R,26390,R,440,R,26830,R,26920,R,440,R,27360,R,28260,R,440,R,28700,.,.,R,1200,R,1200,R,1200,R,1200,R,8530,R,8630,R,8710,R,8830,R,3020,R,3020,R,3020,R,3020,R,10800,R,10800,R,10800,R,10800,R,3020,R,3020,R,3020,R,3020,R,3020,R,3020,R,3020,R,3020
149532,R,3390,R,480,R,113,R,8880,R,480,R,296,R,11150,R,480,R,372,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2940,R,362,R,3302,R,3090,R,362,R,3452,R,3240,R,398,R,3638,R,3390,R,480,R,3870,.,.,R,7680,R,362,R,8042,R,8070,R,362,R,8432,R,8460,R,398,R,8858,R,8880,R,480,R,9360,.,.,R,9632,R,362,R,9994,R,10110,R,362,R,10472,R,10620,R,398,R,11018,R,11150,R,480,R,11630,.,.,R,1218,R,1260,R,1314,R,1322,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5328,R,5403,R,5404,R,5476,R,2953,R,2982,R,2956,R,2956,R,2953,R,2982,R,2956,R,2956
149639,R,24700,R,1600,R,1020,R,24700,R,1600,R,1020,R,24700,R,1600,R,1020,R,6120,R,625,R,510,R,6120,R,625,R,510,R,6120,R,625,R,510,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,22776,R,1340,R,24116,R,23450,R,1440,R,24890,R,24150,R,1540,R,25690,R,24700,R,1600,R,26300,.,.,R,22776,R,1340,R,24116,R,23450,R,1440,R,24890,R,24150,R,1540,R,25690,R,24700,R,1600,R,26300,.,.,R,22776,R,1340,R,24116,R,23450,R,1440,R,24890,R,24150,R,1540,R,25690,R,24700,R,1600,R,26300,.,.,R,1900,R,1900,R,1900,R,1900,R,10626,R,10626,R,11180,R,11516,R,2310,R,2310,R,2310,R,2310,R,7000,R,7000,R,7000,R,7000,R,3944,R,3049,R,3049,R,3049,R,3944,R,3049,R,3049,R,3049
149727,R,2640,R,192,R,110,R,6810,R,192,R,284,R,7395,R,192,R,308,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2328,R,120,R,2448,R,2400,R,120,R,2520,R,2496,R,192,R,2688,R,2640,R,192,R,2832,.,.,R,6607,R,120,R,6727,R,6444,R,120,R,6564,R,6502,R,192,R,6694,R,6810,R,192,R,7002,.,.,R,7168,R,120,R,7288,R,6980,R,120,R,7100,R,7051,R,192,R,7243,R,7395,R,192,R,7587,.,.,R,1470,R,1500,R,1530,R,1560,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7500,R,7625,R,7740,R,7740,R,4090,R,4160,R,4230,R,4230,R,4090,R,4160,R,4230,R,4230
149763,R,24562,R,580,R,832,R,24562,R,580,R,832,R,24562,R,580,R,832,R,10104,R,580,R,842,R,10104,R,580,R,842,R,10104,R,580,R,842,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
149772,R,8464,R,3550,R,282,R,8464,R,3550,R,282,R,12695,R,3550,R,423,R,7691,R,3299,R,320,R,7691,R,3299,R,320,R,13441,R,3299,R,483,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8012,R,3170,R,11182,R,8406,R,3361,R,11767,R,8632,R,3585,R,12217,R,8805,R,4084,R,12889,2,2,R,8012,R,3170,R,11182,R,8406,R,3361,R,11767,R,8632,R,3585,R,12217,R,8805,R,4084,R,12889,2,2,R,12018,R,3170,R,15188,R,12608,R,3361,R,15969,R,12948,R,3585,R,16533,R,13207,R,4084,R,17291,2,2,R,1200,R,1410,R,900,R,900,R,8820,R,9190,R,9450,R,9580,R,3173,R,2707,R,2667,R,2037,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
149781,R,32950,R,0,R,1373,R,32950,Z,0,R,1373,R,32950,Z,0,R,1373,R,18720,R,0,R,780,R,18720,Z,0,R,780,R,18720,Z,0,R,780,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,30120,R,0,R,30120,R,30880,R,0,R,30880,R,31900,R,0,R,31900,R,32950,R,0,R,32950,.,.,R,30120,R,0,R,30120,R,30880,R,0,R,30880,R,31900,R,0,R,31900,R,32950,R,0,R,32950,.,.,R,30120,R,0,R,30120,R,30880,R,0,R,30880,R,31900,R,0,R,31900,R,32950,R,0,R,32950,.,.,R,816,R,840,R,1120,R,1120,R,8560,R,8770,R,8820,R,9290,R,2000,R,1900,R,1900,R,1900,R,8560,R,8770,R,8820,R,9290,R,2000,R,1900,R,1900,R,1900,R,2000,R,1900,R,1900,R,1900
