UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
140562,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18890,"R",7578,"R",950,"R",18890,"R",7578,"R",950,"R",18890,"R",7578,"R",950,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",45208,"R",7380,"R",45208,"R",7380,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
140678,"R",2136,"R",598,"R",89,"R",2136,"R",598,"R",89,"R",4272,"R",598,"R",178,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2136,"R",548,"R",2684,"R",2136,"R",588,"R",2724,"R",2136,"R",598,"R",2734,"R",2136,"R",598,"R",2734,.,.,"R",2136,"R",548,"R",2684,"R",2136,"R",588,"R",2724,"R",2136,"R",598,"R",2734,"R",2136,"R",598,"R",2734,.,.,"R",4272,"R",548,"R",4820,"R",4272,"R",588,"R",4860,"R",4272,"R",598,"R",4870,"R",4272,"R",598,"R",4870,.,.,"R",837,"R",836,"R",837,"R",839,"R",3900,"R",4000,"R",4000,"R",4000,"R",4421,"R",4559,"R",4563,"R",2697,"R",3984,"R",3764,"R",4046,"R",4362,"R",7238,"R",7231,"R",7238,"R",5378,"R",6401,"R",6394,"R",6401,"R",6278
140696,"R",36400,"R",280,"R",1525,"R",36400,"R",280,"R",1525,"R",36400,"R",280,"R",1525,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",32200,"R",280,"R",32480,"R",33520,"R",280,"R",33800,"R",35000,"R",280,"R",35280,"R",36400,"R",280,"R",36680,.,.,"R",32200,"R",280,"R",32480,"R",33520,"R",280,"R",33800,"R",35000,"R",280,"R",35280,"R",36400,"R",280,"R",36680,.,.,"R",32200,"R",280,"R",32480,"R",33520,"R",280,"R",33800,"R",35000,"R",280,"R",35280,"R",36400,"R",280,"R",36680,.,.,"R",1100,"R",1100,"R",1100,"R",1100,"R",11700,"R",12180,"R",12710,"R",12960,"R",2750,"R",2750,"R",2750,"R",2750,"R",11700,"R",12180,"R",12710,"R",12960,"R",4000,"R",4000,"R",4000,"R",4000,"R",4000,"R",4000,"R",4000,"R",4000
140720,"R",12706,"R",1520,"R",529,"R",12706,"R",1520,"R",529,"R",12706,"R",1520,"R",529,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11880,"R",1452,"R",13332,"R",12705,"R",1519,"R",14224,"R",12705,"R",1519,"R",14224,"R",12706,"R",1520,"R",14226,.,.,"R",11880,"R",1452,"R",13332,"R",12705,"R",1519,"R",14224,"R",12705,"R",1519,"R",14224,"R",12706,"R",1520,"R",14226,.,.,"R",11880,"R",1452,"R",13332,"R",12705,"R",1519,"R",14224,"R",12705,"R",1519,"R",14224,"R",12706,"R",1520,"R",14226,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",6494,"R",6662,"R",6662,"R",6662,"R",3024,"R",3024,"R",3024,"R",3024,"R",6494,"R",6662,"R",6662,"R",6662,"R",3024,"R",3024,"R",3024,"R",3024,"R",2154,"R",3024,"R",3024,"R",2154
140818,"R",24264,"R",200,"R",1011,"R",24264,"R",200,"R",1011,"R",24264,"R",200,"R",1011,"R",9360,"R",200,"R",520,"R",9360,"R",200,"R",520,"R",9360,"R",200,"R",520,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21350,"R",0,"R",21350,"R",21990,"R",0,"R",21990,"R",23112,"R",0,"R",23112,"R",24264,"R",200,"R",24464,.,.,"R",21350,"R",0,"R",21350,"R",21990,"R",0,"R",21990,"R",23112,"R",0,"R",23112,"R",24264,"R",200,"R",24464,.,.,"R",21350,"R",0,"R",21350,"R",21990,"R",0,"R",21990,"R",23112,"R",0,"R",23112,"R",24264,"R",200,"R",24464,.,.,"R",1400,"R",1400,"R",1400,"R",1500,"R",8786,"R",9050,"R",9400,"R",9870,"R",2890,"R",2890,"R",2890,"R",2890,"R",8200,"R",8300,"R",8540,"R",9200,"R",2890,"R",2890,"R",2890,"R",2890,"R",2890,"R",2890,"R",2890,"R",2890
140827,"R",19400,"R",0,"A",.,"R",19400,"Z",0,"A",.,"R",19400,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19400,"R",615,"R",20015,"R",19400,"R",600,"R",20000,"R",19400,"R",0,"R",19400,"R",19400,"R",0,"R",19400,0,.,"R",19400,"R",615,"R",20015,"R",19400,"R",600,"R",20000,"R",19400,"R",0,"R",19400,"R",19400,"R",0,"R",19400,0,.,"R",19400,"R",615,"R",20015,"R",19400,"R",600,"R",20000,"R",19400,"R",0,"R",19400,"R",19400,"R",0,"R",19400,0,.,"R",4000,"R",4000,"R",4000,"R",4000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13800,"R",13800,"R",14520,"R",14520,"R",6144,"R",6144,"R",6748,"R",6748,"R",6144,"R",6144,"R",6748,"R",6748
140872,"R",21522,"R",900,"R",718,"R",21522,"R",900,"R",718,"R",21522,"R",900,"R",718,"R",8550,"R",200,"R",475,"R",8550,"R",200,"R",475,"R",8550,"R",200,"R",475,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18996,"R",200,"R",19196,"R",19946,"R",320,"R",20266,"R",20744,"R",900,"R",21644,"R",21522,"R",900,"R",22422,.,.,"R",18996,"R",200,"R",19196,"R",19946,"R",320,"R",20266,"R",20744,"R",900,"R",21644,"R",21522,"R",900,"R",22422,.,.,"R",18996,"R",200,"R",19196,"R",19946,"R",320,"R",20266,"R",20744,"R",900,"R",21644,"R",21522,"R",900,"R",22422,.,.,"R",1300,"R",1300,"R",1300,"R",1300,"R",8000,"R",7568,"R",7948,"R",8266,"R",5160,"R",5760,"R",5760,"R",5760,"R",8000,"R",8000,"R",8000,"R",8000,"R",5160,"R",5760,"R",5760,"R",5760,"R",5160,"R",5760,"R",5760,"R",5760
140942,"R",2136,"R",608,"R",89,"R",2136,"R",608,"R",89,"R",4272,"R",608,"R",178,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2136,"R",508,"R",2644,"R",2136,"R",518,"R",2654,"R",2136,"R",568,"R",2704,"R",2136,"R",608,"R",2744,.,.,"R",2136,"R",508,"R",2644,"R",2136,"R",518,"R",2654,"R",2136,"R",568,"R",2704,"R",2136,"R",608,"R",2744,.,.,"R",4272,"R",508,"R",4780,"R",4272,"R",518,"R",4790,"R",4272,"R",568,"R",4840,"R",4272,"R",608,"R",4880,.,.,"R",1100,"R",1100,"R",1100,"R",1300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6525,"R",7002,"R",6975,"R",9810,"R",2412,"R",2412,"R",2430,"R",2430,"R",2412,"R",2412,"R",2430,"R",2430
140951,"R",35910,"R",500,"R",798,"R",35910,"R",500,"R",798,"R",35910,"R",500,"R",798,"R",36765,"R",500,"R",817,"R",36765,"R",500,"R",817,"R",36765,"R",500,"R",817,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",33795,"R",500,"R",34295,"R",34470,"R",500,"R",34970,"R",35190,"R",500,"R",35690,"R",35910,"R",500,"R",36410,.,.,"R",33795,"R",500,"R",34295,"R",34470,"R",500,"R",34970,"R",35190,"R",500,"R",35690,"R",35910,"R",500,"R",36410,.,.,"R",33795,"R",500,"R",34295,"R",34470,"R",500,"R",34970,"R",35190,"R",500,"R",35690,"R",35910,"R",500,"R",36410,.,.,"R",2586,"R",2025,"R",2025,"R",2025,"R",13710,"R",13677,"R",13905,"R",14244,"R",1938,"R",3594,"R",3526,"R",3693,"R",13710,"R",11202,"R",10506,"R",10824,"R",1938,"R",3594,"R",3726,"R",3693,"R",1938,"R",3594,"R",3756,"R",3582
140960,"R",3965,"R",1778,"R",165,"R",3965,"R",1778,"R",165,"R",14426,"R",1778,"R",601,"R",3528,"R",1778,"R",196,"R",3528,"R",1778,"R",196,"R",13068,"R",1778,"R",726,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3792,"R",1764,"R",5556,"R",3886,"R",1758,"R",5644,"R",3886,"R",1758,"R",5644,"R",3965,"R",1778,"R",5743,.,.,"R",3792,"R",1764,"R",5556,"R",3886,"R",1758,"R",5644,"R",3886,"R",1758,"R",5644,"R",3965,"R",1778,"R",5743,.,.,"R",13797,"R",1764,"R",15561,"R",14142,"R",1758,"R",15900,"R",14142,"R",1758,"R",15900,"R",14426,"R",1778,"R",16204,.,.,"R",1900,"R",1600,"R",1600,"R",1600,"R",7330,"R",7432,"R",7432,"R",7592,"R",2170,"R",2196,"R",2196,"R",2064,"R",8000,"R",7526,"R",7526,"R",7508,"R",2410,"R",2326,"R",2326,"R",2308,"R",2410,"R",2652,"R",2326,"R",2308
140988,"R",21300,"R",430,"R",550,"R",21300,"R",430,"R",550,"R",21300,"R",430,"R",550,"R",12000,"R",200,"R",500,"R",12000,"R",200,"R",500,"R",12000,"R",200,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19880,"R",370,"R",20250,"R",20476,"R",370,"R",20846,"R",21300,"R",430,"R",21730,"R",21300,"R",430,"R",21730,.,.,"R",19880,"R",370,"R",20250,"R",20476,"R",370,"R",20846,"R",21300,"R",430,"R",21730,"R",21300,"R",430,"R",21730,.,.,"R",19880,"R",370,"R",20250,"R",20476,"R",370,"R",20846,"R",21300,"R",430,"R",21730,"R",21300,"R",430,"R",21730,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",9400,"R",9400,"R",9400,"R",9400,"R",2378,"R",2160,"R",2160,"R",2160,"R",10450,"R",10450,"R",10450,"R",10450,"R",6501,"R",6501,"R",6501,"R",6501,"R",3735,"R",3735,"R",3735,"R",3735
141006,"R",2136,"R",658,"R",89,"R",2136,"R",658,"R",89,"R",4272,"R",658,"R",178,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4005,"R",588,"R",4593,"R",4005,"R",588,"R",4593,"R",2136,"R",608,"R",2744,"R",2136,"R",658,"R",2794,.,.,"R",4005,"R",588,"R",4593,"R",4005,"R",588,"R",4593,"R",2136,"R",608,"R",2744,"R",2136,"R",658,"R",2794,.,.,"R",8010,"R",588,"R",8598,"R",4272,"R",588,"R",4860,"R",4272,"R",608,"R",4880,"R",4272,"R",658,"R",4930,.,.,"R",750,"R",750,"R",400,"R",450,"R",4800,"R",4800,"R",2500,"R",2812,"R",1100,"R",1150,"R",1175,"R",1200,"R",5500,"R",5500,"R",5500,"R",5500,"R",3600,"R",3600,"R",3600,"R",3600,"R",2000,"R",2100,"R",2150,"R",2175
141015,"R",16740,"R",375,"R",465,"R",16740,"R",375,"R",465,"R",16740,"R",375,"R",465,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16740,"R",375,"R",17115,"R",16740,"R",375,"R",17115,"R",16740,"R",375,"R",17115,"R",16740,"R",375,"R",17115,0,0,"R",16740,"R",375,"R",17115,"R",16740,"R",375,"R",17115,"R",16740,"R",375,"R",17115,"R",16740,"R",375,"R",17115,0,0,"R",16740,"R",375,"R",17115,"R",16740,"R",375,"R",17115,"R",16740,"R",375,"R",17115,"R",16740,"R",375,"R",17115,0,0,"R",500,"R",500,"R",500,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8748,"R",8937,"R",9049,"R",9049,"R",7164,"R",8559,"R",9202,"R",9202,"R",5688,"R",6820,"R",9202,"R",9202
141060,"R",24382,"R",3799,"R",1010,"R",24382,"R",3799,"R",1010,"R",24382,"R",3799,"R",1010,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",22055,"R",3441,"R",25496,"R",22827,"R",3561,"R",26388,"R",23626,"R",3688,"R",27314,"R",24382,"R",3799,"R",28181,.,.,"R",22055,"R",3441,"R",25496,"R",22827,"R",3561,"R",26388,"R",23626,"R",3688,"R",27314,"R",24382,"R",3799,"R",28181,.,.,"R",22055,"R",3441,"R",25496,"R",22827,"R",3561,"R",26388,"R",23626,"R",3688,"R",27314,"R",24382,"R",3799,"R",28181,.,.,"R",2000,"R",2000,"R",2000,"R",3000,"R",11945,"R",12363,"R",12795,"R",13461,"R",4300,"R",4300,"R",4300,"R",7000,"R",11945,"R",12363,"R",12795,"R",13461,"R",4300,"R",4300,"R",4300,"R",7000,"R",4300,"R",4300,"R",4300,"R",7000
141167,"R",15940,"R",1000,"R",630,"R",15940,"R",1000,"R",630,"R",15940,"R",1000,"R",630,"R",11790,"R",700,"R",655,"R",11790,"R",700,"R",655,"R",11790,"R",700,"R",655,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14800,"R",950,"R",15750,"R",15400,"R",1000,"R",16400,"R",15940,"R",1000,"R",16940,"R",15940,"R",1000,"R",16940,.,.,"R",14800,"R",950,"R",15750,"R",15400,"R",1000,"R",16400,"R",15940,"R",1000,"R",16940,"R",15940,"R",1000,"R",16940,.,.,"R",14800,"R",950,"R",15750,"R",15400,"R",1000,"R",16400,"R",15940,"R",1000,"R",16940,"R",15940,"R",1000,"R",16940,.,.,"R",1500,"R",1800,"R",2000,"R",1000,"R",5000,"R",6900,"R",9820,"R",7500,"R",3420,"R",3420,"R",3420,"R",2200,"R",10530,"R",13800,"R",9050,"R",5320,"R",5120,"R",6840,"R",6840,"R",2200,"R",5820,"R",5920,"R",5920,"R",1980
141185,"R",21334,"R",770,"R",889,"R",21334,"R",770,"R",889,"R",21334,"R",770,"R",889,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19150,"R",550,"R",19700,"R",20110,"R",600,"R",20710,"R",20714,"R",700,"R",21414,"R",21334,"R",770,"R",22104,.,.,"R",19150,"R",550,"R",19700,"R",20110,"R",600,"R",20710,"R",20714,"R",700,"R",21414,"R",21334,"R",770,"R",22104,.,.,"R",19150,"R",550,"R",19700,"R",20110,"R",600,"R",20710,"R",20714,"R",700,"R",21414,"R",21334,"R",770,"R",22104,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",7020,"R",7260,"R",7628,"R",7934,"R",5012,"R",5012,"R",5012,"R",5162,"R",6000,"R",6000,"R",6000,"R",6386,"R",5248,"R",5248,"R",5248,"R",5404,"R",5248,"R",5248,"R",5248,"R",5404
141237,"R",18570,"R",910,"R",774,"R",18570,"R",910,"R",774,"R",18570,"R",910,"R",774,"R",5850,"R",910,"R",325,"R",5850,"R",910,"R",325,"R",5850,"R",910,"R",325,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16650,"R",750,"R",17400,"R",17250,"R",750,"R",18000,"R",17850,"R",660,"R",18510,"R",18570,"R",910,"R",19480,.,.,"R",16650,"R",750,"R",17400,"R",17250,"R",750,"R",18000,"R",17850,"R",660,"R",18510,"R",18570,"R",910,"R",19480,.,.,"R",16650,"R",750,"R",17400,"R",17250,"R",750,"R",18000,"R",17850,"R",660,"R",18510,"R",18570,"R",910,"R",19480,.,.,"R",1600,"R",1600,"R",1600,"R",1600,"R",6820,"R",7220,"R",7220,"R",7400,"R",3500,"R",3500,"R",3500,"R",3500,"R",6820,"R",7220,"R",7220,"R",7400,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500,"R",3500
141255,"R",2136,"R",658,"R",89,"R",2136,"R",658,"R",89,"R",4272,"R",658,"R",178,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2136,"R",498,"R",2634,"R",2136,"R",598,"R",2734,"R",2136,"R",608,"R",2744,"R",2136,"R",658,"R",2794,.,.,"R",2136,"R",498,"R",2634,"R",2136,"R",598,"R",2734,"R",2136,"R",608,"R",2744,"R",2136,"R",658,"R",2794,.,.,"R",4272,"R",498,"R",4770,"R",4272,"R",598,"R",4870,"R",4272,"R",608,"R",4880,"R",4272,"R",658,"R",4930,.,.,"R",1276,"R",1276,"R",1276,"R",1276,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4660,"R",4660,"R",4660,"R",4660,"R",2066,"R",2068,"R",2070,"R",2072,"R",2066,"R",2068,"R",2070,"R",2072
141264,"R",4264,"R",2146,"R",178,"R",4264,"R",2146,"R",178,"R",15050,"R",2146,"R",627,"R",4482,"R",2146,"R",249,"R",4482,"R",2146,"R",249,"R",16146,"R",2146,"R",897,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5098,"R",2064,"R",7162,"R",5226,"R",2116,"R",7342,"R",4181,"R",2116,"R",6297,"R",4264,"R",2146,"R",6410,.,.,"R",5098,"R",2064,"R",7162,"R",5226,"R",2116,"R",7342,"R",4181,"R",2116,"R",6297,"R",4264,"R",2146,"R",6410,.,.,"R",17994,"R",2064,"R",20058,"R",18444,"R",2116,"R",20560,"R",14775,"R",2116,"R",16891,"R",15050,"R",2146,"R",17196,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",7952,"R",8338,"R",7912,"R",8338,"R",5024,"R",5018,"R",4994,"R",5346,"R",9270,"R",9258,"R",9258,"R",9036,"R",4694,"R",4688,"R",4994,"R",5346,"R",5024,"R",5018,"R",4994,"R",5346
