UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
100654,"R",8379,"R",1478,"R",274,"R",8379,"R",1478,"R",274,"R",16758,"R",1478,"R",548,"R",8379,"R",1478,"R",418,"R",8379,"R",1478,"R",418,"R",16758,"R",1478,"R",836,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7500,"R",1596,"R",9096,"R",7770,"R",1596,"R",9366,"R",8130,"R",1236,"R",9366,"R",8379,"R",1478,"R",9857,.,.,"R",7500,"R",1596,"R",9096,"R",7770,"R",1596,"R",9366,"R",8130,"R",1236,"R",9366,"R",8379,"R",1478,"R",9857,.,.,"R",15000,"R",1596,"R",16596,"R",15540,"R",1596,"R",17136,"R",16260,"R",1236,"R",17496,"R",16758,"R",1478,"R",18236,.,.,"R",1800,"R",1600,"R",1600,"R",1600,"R",7240,"R",8140,"R",8830,"R",9020,"R",2748,"R",3790,"R",3090,"R",2580,"R",10119,"R",8140,"R",8830,"R",8379,"R",2748,"R",3790,"R",3090,"R",2580,"R",1300,"R",3790,"R",3090,"R",2580
100663,"R",8328,"R",0,"R",347,"R",8328,"R",0,"R",347,"R",19032,"R",0,"R",793,"R",7866,"R",0,"R",437,"R",7866,"R",0,"R",437,"R",17910,"R",0,"R",995,"Y",.,"Y",.,"Y",.,"Y",.,"R",26936,"Y",.,"R",62392,"Y",.,"R",27582,"Y",.,"R",61848,"Y",.,"R",26376,"Y",.,"R",54012,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",7510,"R",0,"R",7510,"R",7766,"R",0,"R",7766,"R",8040,"R",0,"R",8040,"R",8328,"R",0,"R",8328,.,.,"R",7510,"R",0,"R",7510,"R",7766,"R",0,"R",7766,"R",8040,"R",0,"R",8040,"R",8328,"R",0,"R",8328,.,.,"R",17062,"R",0,"R",17062,"R",17654,"R",0,"R",17654,"R",18368,"R",0,"R",18368,"R",19032,"R",0,"R",19032,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",10809,"R",10809,"R",11682,"R",11682,"R",4886,"R",4886,"R",4886,"R",4886,"R",10809,"R",10809,"R",11682,"R",11682,"R",4886,"R",4886,"R",4886,"R",4886,"R",4886,"R",4886,"R",4886,"R",4886
100690,"R",9000,"R",900,"R",430,"R",9000,"R",900,"R",430,"R",9000,"R",900,"R",430,"R",11700,"R",1300,"R",750,"R",11700,"R",1300,"R",750,"R",11700,"R",1300,"R",750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",900,"R",6900,"R",6000,"R",1180,"R",7180,"R",6000,"R",1180,"R",7180,"R",6000,"R",900,"R",6900,0,.,"R",6000,"R",900,"R",6900,"R",6000,"R",1180,"R",7180,"R",6000,"R",1180,"R",7180,"R",6000,"R",900,"R",6900,0,.,"R",6000,"R",900,"R",6900,"R",6000,"R",1180,"R",7180,"R",6000,"R",1180,"R",7180,"R",6000,"R",900,"R",6900,0,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9600,"R",9600,"R",9600,"R",9600,"R",1600,"R",1500,"R",1600,"R",1600,"R",1600,"R",1500,"R",1600,"R",1600
100706,"R",9356,"R",924,"R",411,"R",9356,"R",924,"R",411,"R",20556,"R",924,"R",908,"R",10224,"R",546,"R",636,"R",10224,"R",546,"R",636,"R",22696,"R",546,"R",1402,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9158,"R",0,"R",9158,"R",9128,"R",0,"R",9128,"R",8996,"R",846,"R",9842,"R",9356,"R",924,"R",10280,.,.,"R",9158,"R",0,"R",9158,"R",9128,"R",0,"R",9128,"R",8996,"R",846,"R",9842,"R",9356,"R",924,"R",10280,.,.,"R",21232,"R",0,"R",21232,"R",20622,"R",0,"R",20622,"R",19766,"R",846,"R",20612,"R",20556,"R",924,"R",21480,.,.,"R",1639,"R",1639,"R",1688,"R",1956,"R",8433,"R",9205,"R",9603,"R",9748,"R",4302,"R",4508,"R",3578,"R",3697,"R",8433,"R",9205,"R",9603,"R",9748,"R",4302,"R",4508,"R",3578,"R",3697,"R",4302,"R",4508,"R",3578,"R",3697
100724,"R",8328,"R",2740,"R",347,"R",8328,"R",2740,"R",347,"R",16656,"R",2740,"R",694,"R",7408,"R",2740,"R",412,"R",7408,"R",2740,"R",412,"R",14832,"R",2740,"R",824,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6936,"R",1784,"R",8720,"R",6936,"R",2034,"R",8970,"R",6936,"R",2284,"R",9220,"R",8328,"R",2740,"R",11068,.,.,"R",6936,"R",1784,"R",8720,"R",6939,"R",2034,"R",8973,"R",6936,"R",2284,"R",9220,"R",8328,"R",2740,"R",11068,.,.,"R",13872,"R",1784,"R",15656,"R",13872,"R",2034,"R",15906,"R",13872,"R",2284,"R",16156,"R",16656,"R",2740,"R",19396,.,.,"R",1600,"R",1600,"R",1600,"R",1600,"R",5422,"R",5422,"R",5422,"R",5422,"R",2544,"R",3392,"R",3392,"R",3392,"R",7320,"R",7320,"R",7320,"R",7320,"R",3172,"R",4228,"R",4228,"R",4228,"R",3172,"R",4228,"R",4228,"R",4228
100751,"R",10780,"R",0,"R",586,"R",10780,"R",0,"R",586,"R",28100,"R",0,"R",1336,"R",10780,"R",0,"R",640,"R",10780,"R",0,"R",640,"R",28100,"R",0,"R",1470,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",27582,"R",0,"R",61848,"R",0,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",23410,"R",0,"R",40360,"R",0,"R",9826,"R",0,"R",9826,"R",10170,"R",0,"R",10170,"R",10470,"R",0,"R",10470,"R",10780,"R",0,"R",10780,.,.,"R",9826,"R",0,"R",9826,"R",10170,"R",0,"R",10170,"R",10470,"R",0,"R",10470,"R",10780,"R",0,"R",10780,.,.,"R",24950,"R",0,"R",24950,"R",25950,"R",0,"R",25950,"R",26950,"R",0,"R",26950,"R",28100,"R",0,"R",28100,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",12716,"R",12880,"R",13050,"R",13324,"R",3463,"R",4172,"R",4116,"R",4120,"R",12716,"R",12880,"R",13050,"R",13324,"R",3463,"R",4172,"R",4116,"R",4120,"R",5312,"R",5584,"R",5140,"R",5430
100760,"R",3570,"R",870,"R",119,"R",3570,"R",870,"R",119,"R",7140,"R",870,"R",238,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3390,"R",870,"R",4260,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3570,"R",870,"R",4440,.,.,"R",3390,"R",870,"R",4260,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3570,"R",870,"R",4440,.,.,"R",6170,"R",870,"R",7040,"R",6900,"R",870,"R",7770,"R",7020,"R",870,"R",7890,"R",7140,"R",870,"R",8010,.,.,"R",1300,"R",1400,"R",1400,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6230,"R",7402,"R",7200,"R",5400,"R",5058,"R",6241,"R",3400,"R",2450,"R",2778,"R",3961,"R",2850,"R",2450
100812,"R",5940,"R",750,"R",198,"R",5940,"R",750,"R",198,"R",11880,"R",750,"R",396,"R",7800,"R",0,"R",325,"R",7800,"R",0,"R",325,"R",7800,"R",0,"R",325,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
100830,"R",7320,"R",700,"R",305,"R",7320,"R",700,"R",305,"R",16440,"R",700,"R",685,"R",6930,"R",640,"R",385,"R",6930,"R",640,"R",385,"R",15588,"R",640,"R",866,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8430,"R",650,"R",9080,"R",8700,"R",650,"R",9350,"R",8880,"R",760,"R",9640,"R",7320,"R",700,"R",8020,.,.,"R",8430,"R",650,"R",9080,"R",8700,"R",650,"R",9350,"R",8880,"R",760,"R",9640,"R",7320,"R",700,"R",8020,.,.,"R",18990,"R",650,"R",19640,"R",19560,"R",650,"R",20210,"R",19950,"R",760,"R",20710,"R",16440,"R",700,"R",17140,.,.,"R",1100,"R",1100,"R",1100,"R",1100,"R",5390,"R",5520,"R",5650,"R",6980,"R",3414,"R",3414,"R",3690,"R",3690,"R",8805,"R",9120,"R",9657,"R",10107,"R",3414,"R",3414,"R",3690,"R",3690,"R",3414,"R",3532,"R",3690,"R",3690
100858,"R",9336,"R",1632,"R",389,"R",9336,"R",1632,"R",389,"R",28008,"R",1632,"R",1167,"R",9342,"R",1632,"R",519,"R",9342,"R",1632,"R",519,"R",28026,"R",1632,"R",1557,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",9342,"R",12198,"R",28026,"R",12198,"Y",.,"Y",.,"Y",.,"Y",.,"R",9342,"R",10716,"R",28026,"R",18716,"Y",.,"Y",.,"Y",.,"Y",.,"R",8592,"R",1608,"R",10200,"R",8808,"R",1616,"R",10424,"R",9072,"R",1624,"R",10696,"R",9336,"R",1632,"R",10968,.,.,"R",8592,"R",1608,"R",10200,"R",8808,"R",1616,"R",10424,"R",9072,"R",1624,"R",10696,"R",9336,"R",1632,"R",10968,.,.,"R",25776,"R",1608,"R",27384,"R",26424,"R",1616,"R",28040,"R",27216,"R",1624,"R",28840,"R",28008,"R",1632,"R",29640,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",12178,"R",12584,"R",12898,"R",13332,"R",5586,"R",5586,"R",5664,"R",5782,"R",12178,"R",12584,"R",12898,"R",13332,"R",5586,"R",5586,"R",5664,"R",5782,"R",5586,"R",5586,"R",5664,"R",5782
100937,"R",34544,"R",1260,"R",1439,"R",34544,"R",1260,"R",1439,"R",34544,"R",1260,"R",1439,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",30574,"R",1134,"R",31708,"R",31954,"R",1174,"R",33128,"R",33200,"R",1248,"R",34448,"R",34544,"R",1260,"R",35804,.,.,"R",30574,"R",1134,"R",31708,"R",31954,"R",1174,"R",33128,"R",33200,"R",1248,"R",34448,"R",34544,"R",1260,"R",35804,.,.,"R",30574,"R",1134,"R",31708,"R",31954,"R",1174,"R",33128,"R",33200,"R",1248,"R",34448,"R",34544,"R",1260,"R",35804,.,.,"R",1260,"R",1260,"R",1260,"R",1260,"R",10990,"R",11350,"R",11920,"R",12350,"R",2772,"R",2772,"R",2772,"R",3000,"R",8000,"R",8000,"R",8000,"R",8000,"R",4272,"R",4272,"R",4272,"R",4500,"R",4272,"R",4272,"R",4272,"R",4500
101028,"R",3570,"R",744,"R",119,"R",3570,"R",744,"R",119,"R",7140,"R",744,"R",238,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3390,"R",930,"R",4320,"R",3450,"R",930,"R",4380,"R",3510,"R",744,"R",4254,"R",3570,"R",744,"R",4314,.,.,"R",3390,"R",930,"R",4320,"R",3450,"R",930,"R",4380,"R",3510,"R",744,"R",4254,"R",3570,"R",744,"R",4314,.,.,"R",6780,"R",930,"R",7710,"R",6900,"R",930,"R",7830,"R",7020,"R",744,"R",7764,"R",7140,"R",744,"R",7884,.,.,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5400,"R",5400,"R",5400,"R",5400,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800
101073,"R",9920,"R",400,"R",415,"R",9920,"R",400,"R",415,"R",9920,"R",400,"R",415,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9920,"R",400,"R",10320,"R",9920,"R",400,"R",10320,"R",9920,"R",400,"R",10320,"R",9920,"R",400,"R",10320,.,.,"R",9920,"R",400,"R",10320,"R",9920,"R",400,"R",10320,"R",9920,"R",400,"R",10320,"R",9920,"R",400,"R",10320,.,.,"R",9920,"R",400,"R",10320,"R",9920,"R",400,"R",10320,"R",9920,"R",400,"R",10320,"R",9920,"R",400,"R",10320,.,.,"R",1600,"R",1600,"R",1600,"R",1600,"R",5600,"R",5600,"R",5700,"R",5700,"R",10000,"R",10000,"R",10000,"R",10000,"R",8600,"R",8600,"R",8600,"R",8600,"R",10000,"R",10000,"R",10000,"R",10000,"R",8500,"R",8500,"R",8500,"R",8500
101116,"R",16920,"R",94,"R",559,"R",16920,"R",94,"R",559,"R",16920,"R",94,"R",559,"R",16620,"R",219,"R",813,"R",16620,"R",219,"R",813,"R",16620,"R",219,"R",813,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16185,"R",175,"R",16360,"R",16665,"R",96,"R",16761,"R",17210,"R",96,"R",17306,"R",16920,"R",94,"R",17014,.,.,"R",16185,"R",175,"R",16360,"R",16665,"R",96,"R",16761,"R",17210,"R",96,"R",17306,"R",16920,"R",94,"R",17014,.,.,"R",16185,"R",175,"R",16360,"R",16665,"R",96,"R",16761,"R",17210,"R",96,"R",17306,"R",16920,"R",94,"R",17014,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6360,"R",3756,"R",6377,"R",6328,"R",5202,"R",5202,"R",5433,"R",5612,"R",8094,"R",8095,"R",3803,"R",3928
101143,"R",3570,"R",870,"R",119,"R",3570,"R",870,"R",119,"R",7140,"R",870,"R",238,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3164,"R",812,"R",3976,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3570,"R",870,"R",4440,.,.,"R",3164,"R",812,"R",3976,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3570,"R",870,"R",4440,.,.,"R",6328,"R",812,"R",7140,"R",6900,"R",870,"R",7770,"R",7020,"R",870,"R",7890,"R",7140,"R",870,"R",8010,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5400,"R",5400,"R",5400,"R",5400,"R",2696,"R",2696,"R",2696,"R",2696,"R",2696,"R",2696,"R",2696,"R",2696
101161,"R",3510,"R",870,"R",117,"R",3510,"R",870,"R",117,"R",7020,"R",870,"R",234,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3390,"R",870,"R",4260,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3510,"R",870,"R",4380,.,.,"R",3390,"R",870,"R",4260,"R",3450,"R",870,"R",4320,"R",3510,"R",870,"R",4380,"R",3510,"R",870,"R",4380,.,.,"R",6780,"R",870,"R",7650,"R",6900,"R",870,"R",7770,"R",7020,"R",870,"R",7890,"R",7020,"R",870,"R",7890,.,.,"R",1400,"R",1450,"R",1500,"R",1550,"R",5800,"R",5800,"R",5800,"R",5800,"R",2040,"R",2110,"R",2210,"R",2310,"R",3500,"R",3700,"R",3800,"R",3900,"R",3120,"R",3320,"R",3520,"R",3620,"R",2752,"R",2928,"R",3104,"R",3204
101189,"R",19160,"R",1810,"R",650,"R",19160,"R",1810,"R",650,"R",19160,"R",1810,"R",650,"R",9450,"R",1300,"R",510,"R",9450,"R",1300,"R",510,"R",9450,"R",1300,"R",510,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",38000,"R",370,"R",38000,"R",370,"R",17020,"R",1730,"R",18750,"R",17500,"R",1780,"R",19280,"R",18320,"R",1810,"R",20130,"R",19160,"R",1810,"R",20970,.,.,"R",17020,"R",1730,"R",18750,"R",17500,"R",1780,"R",19280,"R",18320,"R",1810,"R",20130,"R",19160,"R",1810,"R",20970,.,.,"R",17020,"R",1730,"R",18750,"R",17500,"R",1780,"R",19280,"R",18320,"R",1810,"R",20130,"R",19160,"R",1810,"R",20970,.,.,"R",1800,"R",1800,"R",1800,"R",1800,"R",6780,"R",7130,"R",7230,"R",7400,"R",4200,"R",4200,"R",4200,"R",4200,"R",8000,"R",8000,"R",8000,"R",8000,"R",4700,"R",4700,"R",4700,"R",4700,"R",4700,"R",4200,"R",4700,"R",4700
101240,"R",3570,"R",930,"R",119,"R",3570,"R",930,"R",119,"R",7140,"R",930,"R",238,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2712,"R",456,"R",3168,"R",2760,"R",456,"R",3216,"R",2808,"R",456,"R",3264,"R",2856,"R",744,"R",3600,.,.,"R",2712,"R",456,"R",3168,"R",2760,"R",456,"R",3216,"R",2808,"R",456,"R",3264,"R",2856,"R",744,"R",3600,.,.,"R",5424,"R",456,"R",5880,"R",5520,"R",456,"R",5976,"R",5616,"R",456,"R",6072,"R",5712,"R",744,"R",6456,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"R",3200,"R",3600,"R",3600,"R",3600,"R",825,"R",2324,"R",2324,"R",2325,"R",4500,"R",4500,"R",4500,"R",4500,"R",2917,"R",2917,"R",2917,"R",2916,"R",2917,"R",2917,"R",2917,"R",2916
